Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status
NC53424,California,4376.08,No,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Married
LQ13873,Nevada,5569.46,No,Basic,High School or Below,2/15/2011,Employed,M,53565,Suburban,Married
LA97014,Washington,2576.51,No,Basic,Bachelor,2/24/2011,Employed,M,37574,Suburban,Married
NB79936,Washington,8346.98,No,Premium,Bachelor,2/2/2011,Employed,M,48259,Rural,Single
NT89061,Arizona,6323.92,No,Extended,High School or Below,1/7/2011,Employed,F,78532,Suburban,Married
AF10970,Arizona,5973.14,No,Basic,Bachelor,2/28/2011,Employed,F,96163,Suburban,Married
ZG48513,California,4706.68,No,Basic,Bachelor,2/17/2011,Unemployed,M,0,Suburban,Single
JQ59145,California,8093.41,No,Basic,High School or Below,2/12/2011,Unemployed,M,0,Suburban,Married
FE84989,Washington,5035.74,No,Basic,College,1/9/2011,Employed,M,72672,Urban,Married
JT52858,Oregon,9027.87,No,Premium,Bachelor,1/10/2011,Employed,F,99002,Suburban,Married
MC62068,California,7288.88,No,Extended,High School or Below,1/8/2011,Employed,M,79494,Urban,Married
EU27538,Oregon,18042.48,No,Extended,Master,1/25/2011,Employed,M,35704,Rural,Married
RH42306,Arizona,4992.06,No,Basic,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Single
US23612,Oregon,9102.27,No,Premium,High School or Below,1/12/2011,Disabled,F,26049,Rural,Married
WV76014,Arizona,2540.41,No,Basic,Doctor,1/16/2011,Employed,M,70125,Rural,Single
RK96223,California,12941.89,No,Basic,College,1/22/2011,Employed,M,52369,Suburban,Married
MF82000,Washington,2365.35,No,Basic,Bachelor,1/13/2011,Unemployed,F,0,Rural,Married
FM46980,Arizona,5720.77,No,Basic,College,2/11/2011,Employed,M,41770,Suburban,Married
SY56792,Oregon,7035.53,No,Premium,High School or Below,1/4/2011,Unemployed,M,0,Suburban,Divorced
RF61565,California,2636.98,No,Basic,College,1/29/2011,Employed,M,31911,Suburban,Married
IM94808,Nevada,5395.83,No,Basic,Bachelor,2/28/2011,Employed,M,70051,Rural,Married
VI14730,Oregon,8382.63,Yes,Basic,High School or Below,2/4/2011,Retired,M,19683,Suburban,Married
YR34119,Washington,31161.75,No,Basic,College,2/2/2011,Employed,F,30916,Rural,Married
RR77985,Oregon,2887.74,No,Extended,Bachelor,1/3/2011,Unemployed,F,0,Suburban,Single
VC22097,Washington,8714.92,Yes,Basic,College,2/21/2011,Unemployed,F,0,Suburban,Divorced
WV17090,California,25585.73,No,Basic,Bachelor,2/1/2011,Unemployed,M,0,Suburban,Married
TM23514,Oregon,10272.61,No,Extended,College,1/1/2011,Employed,M,60145,Urban,Single
MQ68407,Oregon,4376.36,Yes,Premium,Bachelor,2/28/2011,Employed,F,63774,Rural,Divorced
GJ59592,California,5318.9,Yes,Basic,Bachelor,1/12/2011,Employed,F,25134,Suburban,Married
FY56083,Oregon,4719.76,No,Basic,Bachelor,2/13/2011,Employed,M,37057,Rural,Married
UA94723,Oregon,4428.03,Yes,Basic,High School or Below,1/29/2011,Employed,F,58577,Urban,Married
FW91032,California,5879.18,No,Basic,High School or Below,2/13/2011,Employed,M,85857,Rural,Married
DE34457,Oregon,9416.91,No,Basic,Doctor,1/22/2011,Employed,F,70602,Urban,Married
HD32044,Oregon,8288.16,No,Premium,Master,1/25/2011,Employed,F,33816,Suburban,Divorced
HH30454,Oregon,32654.84,No,Premium,Bachelor,2/23/2011,Unemployed,M,0,Suburban,Single
AH84063,Oregon,4719.45,No,Extended,College,2/18/2011,Employed,F,89642,Rural,Married
QA17596,California,3903.47,No,Extended,Bachelor,1/3/2011,Employed,F,60068,Suburban,Married
XI41052,California,5457.26,No,Extended,Bachelor,1/9/2011,Employed,F,50044,Suburban,Single
DI30528,California,2725.36,Yes,Basic,Master,1/3/2011,Employed,F,36650,Rural,Married
SC66359,Arizona,4433.97,No,Basic,College,2/21/2011,Employed,F,50653,Rural,Married
EN61670,Arizona,5332.46,Yes,Basic,Doctor,2/22/2011,Employed,F,68931,Urban,Married
DQ10761,Oregon,2315.09,No,Basic,Bachelor,1/9/2011,Unemployed,M,0,Suburban,Single
BQ51587,California,5411.95,No,Basic,College,2/7/2011,Unemployed,F,0,Suburban,Single
JE21522,California,9587.33,No,Extended,Bachelor,2/26/2011,Employed,M,39266,Suburban,Married
WS47147,California,22103.51,Yes,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Married
ZA64638,Nevada,9764.95,No,Extended,High School or Below,2/28/2011,Unemployed,F,0,Suburban,Single
EW38459,Nevada,2567.15,No,Basic,Bachelor,2/20/2011,Employed,F,40864,Rural,Married
QW87316,Oregon,2650.62,No,Basic,College,1/20/2011,Employed,F,39035,Urban,Divorced
IC43478,California,11264.36,No,Extended,Bachelor,1/22/2011,Employed,M,34923,Suburban,Single
TE34064,California,2168.52,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Single
WU60905,California,8610.67,No,Basic,High School or Below,2/6/2011,Unemployed,F,0,Suburban,Married
YM18992,California,2834.65,No,Basic,College,2/2/2011,Employed,F,24506,Suburban,Divorced
PD55753,Oregon,8930.14,No,Extended,High School or Below,2/23/2011,Unemployed,M,0,Suburban,Married
KU56006,Arizona,5536.39,No,Basic,College,1/7/2011,Employed,F,52220,Suburban,Married
MJ69973,Arizona,2840.85,No,Basic,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Married
TW43626,California,8082.88,No,Basic,College,1/21/2011,Employed,M,53554,Suburban,Married
XX84133,California,5254.73,No,Basic,Bachelor,2/4/2011,Employed,M,34476,Rural,Married
ZW84453,Arizona,5116.24,No,Basic,Bachelor,1/8/2011,Unemployed,F,0,Rural,Married
HO29524,California,3034.65,No,Extended,College,2/4/2011,Employed,M,68205,Rural,Married
VE89726,California,8024.9,No,Basic,High School or Below,1/15/2011,Unemployed,F,0,Suburban,Single
GE87503,California,18211.14,No,Premium,High School or Below,2/7/2011,Employed,M,53690,Suburban,Married
PX90263,Oregon,5121.56,No,Basic,High School or Below,2/19/2011,Unemployed,M,0,Suburban,Single
NI17718,California,2150.18,No,Basic,High School or Below,2/9/2011,Unemployed,F,0,Suburban,Single
FY32213,California,5595.39,Yes,Basic,High School or Below,2/5/2011,Employed,F,74454,Suburban,Single
RZ13254,Nevada,7562.82,No,Basic,Bachelor,1/15/2011,Unemployed,F,0,Suburban,Single
GN45013,Oregon,5385.85,No,Basic,High School or Below,2/6/2011,Medical Leave,M,29664,Suburban,Married
UB16654,Washington,4718.56,No,Basic,Master,2/27/2011,Disabled,M,15680,Urban,Divorced
KU84464,Nevada,9422.57,No,Extended,Bachelor,1/17/2011,Employed,F,47272,Rural,Married
YH43527,Oregon,3605.86,No,Extended,College,1/7/2011,Employed,F,21585,Suburban,Married
RO30676,California,7762.59,No,Premium,College,1/3/2011,Disabled,F,23827,Rural,Married
QL59704,Arizona,23444.9,No,Basic,College,1/26/2011,Employed,F,69906,Urban,Married
QH19450,California,2558.18,No,Basic,High School or Below,1/7/2011,Unemployed,F,0,Suburban,Single
HR85211,Washington,5123.17,No,Basic,Master,1/14/2011,Employed,F,89879,Rural,Married
UV54502,Washington,2537.74,No,Basic,High School or Below,2/20/2011,Unemployed,F,0,Suburban,Married
WB38524,California,2969.59,No,Basic,High School or Below,1/1/2011,Employed,M,46131,Suburban,Married
CE56187,Oregon,4363.12,No,Basic,Master,1/10/2011,Employed,F,54514,Urban,Divorced
JL19416,California,5884.31,No,Premium,High School or Below,1/27/2011,Unemployed,F,0,Suburban,Single
JZ61422,Nevada,5272.19,No,Basic,College,2/7/2011,Employed,F,96668,Suburban,Single
LA13377,California,5509.9,No,Basic,Doctor,1/25/2011,Employed,M,78879,Suburban,Married
NC99948,Nevada,16313.68,No,Basic,College,2/11/2011,Unemployed,M,0,Suburban,Single
QD34785,Arizona,5678.05,Yes,Extended,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Married
RO26085,California,12101.21,No,Basic,Bachelor,2/4/2011,Unemployed,F,0,Suburban,Single
ES57969,Oregon,2453.57,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735,Suburban,Single
JK55587,California,5075.66,No,Basic,High School or Below,2/20/2011,Medical Leave,M,23082,Suburban,Married
RN97635,Arizona,3214.98,No,Extended,Bachelor,2/4/2011,Employed,M,53984,Suburban,Divorced
BI76326,California,12275.34,No,Premium,College,1/8/2011,Employed,F,52135,Urban,Single
JA34909,California,2722.21,Yes,Basic,College,2/2/2011,Medical Leave,F,17576,Suburban,Married
OJ90342,Oregon,2457.44,No,Basic,Bachelor,2/7/2011,Employed,F,29486,Rural,Married
CM88932,Oregon,3554.85,Yes,Extended,Master,1/10/2011,Employed,F,58557,Rural,Married
JJ97525,California,4929.55,Yes,Basic,Bachelor,1/26/2011,Employed,M,25632,Suburban,Married
XV21647,California,8036.45,No,Basic,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Single
MC83487,Arizona,4276.92,No,Basic,Bachelor,1/28/2011,Disabled,M,18768,Suburban,Single
BL90769,California,33473.35,Yes,Basic,Bachelor,1/11/2011,Employed,F,33190,Suburban,Divorced
CR57148,Oregon,5960.58,No,Basic,Master,2/3/2011,Employed,F,47945,Rural,Married
CP85232,Arizona,44795.47,No,Extended,College,2/4/2011,Employed,M,58778,Rural,Married
YL74732,California,3832.12,No,Basic,High School or Below,2/14/2011,Disabled,F,15192,Suburban,Married
FG16766,California,6837.93,No,Premium,Bachelor,1/24/2011,Employed,F,51859,Suburban,Married
NV55438,Nevada,5285.27,No,Basic,High School or Below,2/23/2011,Retired,F,23422,Suburban,Single
RM10880,California,3096.51,Yes,Extended,College,2/12/2011,Employed,F,21604,Suburban,Divorced
GL56175,Arizona,3589.71,No,Extended,College,1/5/2011,Employed,M,79298,Urban,Married
UK52289,Arizona,2582.41,Yes,Basic,Bachelor,2/14/2011,Employed,F,76731,Urban,Married
LL45497,Washington,2487.73,No,Basic,College,2/2/2011,Employed,F,67282,Suburban,Married
BC62782,Arizona,13575.68,No,Basic,College,1/23/2011,Employed,F,48534,Suburban,Married
YM57893,Washington,4685.5,No,Premium,Doctor,1/5/2011,Employed,M,77678,Suburban,Married
JP30654,Oregon,28685.83,No,Basic,College,2/24/2011,Employed,F,48412,Suburban,Single
RA66180,Washington,2764.03,No,Basic,High School or Below,1/10/2011,Employed,F,33837,Urban,Married
EN60878,Oregon,6183.11,No,Extended,Bachelor,2/13/2011,Disabled,M,23712,Urban,Single
JF36291,California,3873.65,Yes,Basic,College,1/20/2011,Retired,M,28142,Suburban,Married
BK59444,California,18929.33,No,Basic,Master,2/5/2011,Employed,F,72196,Rural,Single
MK70700,California,5553.3,No,Basic,Master,1/7/2011,Employed,M,68197,Urban,Married
IW71076,California,5011.26,No,Basic,Bachelor,2/27/2011,Employed,M,75248,Rural,Married
AP98768,California,10442.45,No,Extended,College,1/8/2011,Unemployed,F,0,Suburban,Single
OM24164,Nevada,2199.62,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Single
QP84605,Washington,8709.85,No,Premium,Bachelor,2/3/2011,Employed,F,41546,Rural,Divorced
VC87846,Oregon,7484.31,No,Extended,High School or Below,1/20/2011,Employed,M,46998,Suburban,Divorced
ZM92052,Oregon,2613.02,No,Basic,Bachelor,2/23/2011,Employed,M,57099,Rural,Single
ON73702,Arizona,9080.64,No,Basic,Bachelor,1/26/2011,Employed,F,33897,Urban,Married
QQ90441,Nevada,13770.98,Yes,Premium,High School or Below,2/1/2011,Employed,F,59207,Suburban,Single
HU35721,Oregon,2876.82,No,Basic,High School or Below,2/14/2011,Employed,M,40171,Suburban,Divorced
XH85336,Washington,5548.03,Yes,Basic,Bachelor,1/13/2011,Employed,M,67798,Suburban,Divorced
ZH17561,Washington,5097.53,No,Extended,Bachelor,1/24/2011,Medical Leave,F,21665,Suburban,Divorced
AG85615,Oregon,24143.88,No,Extended,College,1/17/2011,Unemployed,M,0,Suburban,Single
OY74069,Arizona,3538.06,No,Basic,College,1/15/2011,Unemployed,F,0,Suburban,Single
DJ91267,Nevada,29091.24,No,Extended,Bachelor,2/18/2011,Employed,F,34226,Rural,Married
KB72438,California,19834.2,No,Extended,High School or Below,1/6/2011,Employed,F,65989,Rural,Married
TR67616,Oregon,4731.37,No,Basic,High School or Below,1/14/2011,Employed,M,30686,Rural,Single
GF65731,California,35537.85,No,Basic,Master,2/6/2011,Unemployed,F,0,Suburban,Married
HB67642,Arizona,34611.38,Yes,Basic,High School or Below,1/14/2011,Employed,F,20090,Suburban,Married
DP84567,California,20216.31,No,Basic,High School or Below,1/24/2011,Unemployed,M,0,Suburban,Married
VV77534,Oregon,13976.52,No,Premium,College,1/26/2011,Employed,M,77094,Urban,Married
GL67540,California,5904.09,No,Basic,College,1/15/2011,Employed,F,97413,Urban,Married
SV50502,Oregon,5595.84,No,Basic,Master,1/22/2011,Employed,F,79189,Suburban,Married
UK59698,California,2294.3,No,Basic,High School or Below,2/9/2011,Unemployed,F,0,Suburban,Divorced
OA57352,Arizona,6273.91,Yes,Extended,College,2/16/2011,Retired,F,18577,Suburban,Divorced
ZF84449,Oregon,3726.73,No,Basic,College,2/26/2011,Unemployed,F,0,Suburban,Single
VH31965,Washington,5285.12,No,Basic,Bachelor,1/24/2011,Employed,M,40783,Suburban,Married
HG39060,Oregon,5110.68,No,Basic,Bachelor,1/28/2011,Unemployed,M,0,Suburban,Single
EM29359,Nevada,7126.6,No,Basic,College,2/3/2011,Medical Leave,M,17483,Suburban,Married
SF57173,Oregon,4601.63,No,Basic,Master,1/27/2011,Employed,M,84394,Suburban,Married
OT47603,Oregon,9155.24,No,Extended,College,2/4/2011,Unemployed,M,0,Suburban,Married
SW31412,Oregon,14808.06,No,Basic,College,2/22/2011,Employed,F,41440,Suburban,Married
JS36322,Arizona,8901.68,No,Extended,High School or Below,1/19/2011,Unemployed,M,0,Suburban,Single
RE81445,Oregon,5734.6,No,Basic,College,1/5/2011,Employed,F,98132,Rural,Married
RM24280,Oregon,4177.7,No,Premium,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Married
LC25393,California,27776.29,No,Extended,Bachelor,1/18/2011,Employed,M,88220,Rural,Married
UX38930,Arizona,10364.35,No,Extended,Master,1/9/2011,Employed,F,58327,Urban,Married
HD95496,Oregon,7851.9,No,Basic,Master,2/3/2011,Employed,M,25950,Urban,Married
RX24650,Oregon,4772.94,Yes,Extended,High School or Below,2/18/2011,Retired,M,20993,Suburban,Divorced
DW19309,Oregon,14226.5,No,Premium,High School or Below,1/8/2011,Employed,M,65726,Suburban,Married
EG48956,Washington,4031.1,No,Basic,College,2/7/2011,Unemployed,M,0,Suburban,Married
UF88986,Washington,2794.91,No,Basic,College,1/22/2011,Employed,F,39783,Suburban,Single
DB42794,California,4362.93,Yes,Premium,College,1/3/2011,Employed,M,58842,Suburban,Married
JB50798,Oregon,9624.52,No,Extended,Master,1/20/2011,Employed,F,25629,Suburban,Single
JY45873,Washington,5015.01,Yes,Extended,Bachelor,2/3/2011,Employed,F,48567,Suburban,Single
TE35785,California,6948.42,No,Basic,Doctor,2/7/2011,Unemployed,M,0,Suburban,Married
CM55703,Washington,2896.92,No,Basic,College,2/9/2011,Employed,F,33746,Suburban,Divorced
QN65180,Oregon,21903.91,No,Extended,Bachelor,2/26/2011,Employed,F,22254,Rural,Married
GE47180,Nevada,9028.82,No,Basic,High School or Below,2/14/2011,Employed,M,65974,Rural,Married
VQ38776,Oregon,5303.76,No,Extended,College,1/2/2011,Unemployed,F,0,Suburban,Single
ZY90118,Washington,4165.35,No,Premium,College,1/3/2011,Medical Leave,M,17161,Suburban,Married
IN17648,Nevada,5123.77,No,Basic,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Single
DF95759,Oregon,9492.34,No,Extended,College,1/15/2011,Unemployed,M,0,Suburban,Married
QG45324,Oregon,8204.86,No,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Married
MN61620,Arizona,9877.3,No,Extended,College,1/31/2011,Employed,F,67752,Rural,Single
YH86390,California,4815.01,No,Basic,Bachelor,1/16/2011,Disabled,F,25398,Suburban,Divorced
FY13480,California,6277.01,No,Extended,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Single
YH61661,California,8260.64,No,Basic,High School or Below,1/2/2011,Employed,M,33321,Suburban,Married
NL93182,Nevada,2549.45,No,Extended,Bachelor,1/20/2011,Unemployed,M,0,Suburban,Single
UM45563,Washington,4502.68,No,Basic,Bachelor,1/27/2011,Employed,M,68798,Rural,Single
WE68644,Oregon,3803.92,No,Basic,Bachelor,1/26/2011,Medical Leave,F,20325,Suburban,Married
EZ30498,Oregon,8635.4,No,Basic,Bachelor,2/15/2011,Medical Leave,M,13129,Suburban,Married
QY74517,Oregon,5510.56,No,Basic,High School or Below,1/7/2011,Unemployed,F,0,Suburban,Single
NM88660,Nevada,3585.88,No,Extended,Master,1/10/2011,Employed,M,49080,Rural,Single
MZ82036,Nevada,4889.25,No,Basic,College,2/20/2011,Employed,M,42536,Suburban,Divorced
ID20929,Oregon,2756.94,No,Basic,Bachelor,1/18/2011,Medical Leave,M,29926,Suburban,Divorced
EY50028,Nevada,3289.55,No,Extended,Doctor,1/24/2011,Unemployed,M,0,Urban,Married
TT82373,California,10937.18,No,Extended,Bachelor,1/8/2011,Employed,F,21450,Suburban,Married
OH64088,California,7375.57,No,Basic,High School or Below,2/9/2011,Employed,M,33345,Suburban,Single
SK97780,California,10110.78,No,Extended,Bachelor,2/16/2011,Medical Leave,F,15752,Urban,Married
IO33050,Oregon,5119.41,No,Basic,High School or Below,1/10/2011,Employed,F,40169,Urban,Divorced
XA55917,California,8533.83,No,Basic,College,2/28/2011,Disabled,F,26049,Suburban,Married
JK32620,Nevada,2224.77,No,Basic,College,1/22/2011,Unemployed,M,0,Suburban,Single
RQ19236,Arizona,8042.8,No,Basic,Doctor,1/5/2011,Employed,M,55411,Urban,Married
QC47433,Oregon,2554.44,No,Basic,College,1/21/2011,Medical Leave,M,12459,Suburban,Married
RA93608,Oregon,18073.94,No,Extended,Bachelor,1/24/2011,Employed,M,64620,Suburban,Married
XH97711,California,2430.51,No,Basic,Bachelor,1/14/2011,Employed,M,83140,Urban,Married
AU96286,Oregon,3167.66,No,Extended,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Single
KC17170,Arizona,5465.6,No,Basic,Bachelor,1/31/2011,Employed,F,54422,Rural,Married
ZN47335,California,10357.51,No,Extended,College,2/16/2011,Employed,M,68309,Rural,Divorced
EI46264,California,2537.81,No,Basic,High School or Below,1/12/2011,Employed,M,56621,Rural,Married
EK87864,Arizona,2821.95,No,Basic,College,1/6/2011,Employed,F,38977,Rural,Married
GV45403,Arizona,7757.13,No,Premium,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Divorced
QK31192,Arizona,4079.13,No,Premium,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Married
LU89008,Arizona,5955.54,No,Extended,College,2/7/2011,Unemployed,F,0,Suburban,Single
NS10490,Oregon,14158.61,No,Basic,Bachelor,2/26/2011,Employed,F,83235,Suburban,Married
KL98495,Nevada,8487.24,No,Basic,College,1/5/2011,Unemployed,M,0,Suburban,Married
IU96845,Arizona,6285.48,No,Extended,College,2/10/2011,Employed,M,32390,Rural,Married
QL93655,Oregon,11473.48,No,Extended,High School or Below,1/12/2011,Employed,F,66538,Urban,Married
QZ42725,Washington,2310.88,No,Basic,Bachelor,1/1/2011,Unemployed,F,0,Suburban,Single
LZ34046,Oregon,23594.68,Yes,Basic,Bachelor,1/31/2011,Employed,M,76358,Rural,Married
ZH19885,Washington,2514.59,Yes,Basic,High School or Below,2/14/2011,Employed,F,43860,Rural,Single
YE88490,Arizona,5380.9,Yes,Basic,College,2/24/2011,Employed,F,55350,Suburban,Married
YC80498,California,4770.55,Yes,Basic,College,2/1/2011,Medical Leave,F,12964,Suburban,Single
AI85843,Arizona,6756.65,No,Extended,Master,1/6/2011,Employed,F,33288,Urban,Married
XD66024,Arizona,5936.01,No,Extended,College,1/27/2011,Unemployed,F,0,Suburban,Single
FY51713,Arizona,3570.76,No,Extended,Bachelor,1/7/2011,Employed,F,56168,Suburban,Married
PH26378,California,6019.96,No,Extended,College,1/31/2011,Unemployed,M,0,Suburban,Single
WQ18638,Oregon,5426.86,No,Basic,High School or Below,2/25/2011,Employed,M,23105,Suburban,Married
KY14688,Oregon,2730.31,No,Basic,Master,1/3/2011,Employed,F,36218,Rural,Married
TC97762,California,4982.68,No,Basic,High School or Below,2/27/2011,Employed,F,52275,Suburban,Married
QC87108,Oregon,8769.27,No,Basic,College,1/19/2011,Employed,F,49665,Suburban,Single
CX12134,Nevada,4220.61,No,Premium,High School or Below,1/31/2011,Employed,M,32471,Suburban,Single
SM73248,Arizona,11537.51,No,Extended,High School or Below,1/21/2011,Unemployed,M,0,Suburban,Single
CK19789,California,5887.18,No,Basic,Master,2/14/2011,Employed,F,62773,Rural,Married
UV12583,California,4700.58,No,Basic,College,2/18/2011,Employed,F,76694,Suburban,Married
JC11405,Oregon,10963.96,Yes,Premium,High School or Below,2/8/2011,Employed,M,55687,Suburban,Divorced
KA89683,Arizona,2523.17,No,Basic,High School or Below,1/30/2011,Unemployed,F,0,Suburban,Single
