Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
CN24514,Arizona,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.09,Four-Door Car,Large
UW32074,Oregon,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
HP36979,California,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.94,Two-Door Car,Large
PP40919,California,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize
RO73268,California,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize
HO61691,Arizona,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize
BS13062,Arizona,81,3,60,2,2,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small
FO35655,Oregon,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,2345.41,Luxury SUV,Medsize
HR10526,California,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
IA63417,Arizona,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.47,Two-Door Car,Medsize
BH35016,Nevada,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.88,Two-Door Car,Medsize
PK52952,Arizona,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
OD76309,Washington,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small
IL28481,Oregon,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.24,Four-Door Car,Large
GY55092,Nevada,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
UF33451,Oregon,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.73,SUV,Medsize
CF15558,California,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,284,Two-Door Car,Small
JM62924,Washington,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize
EM66435,Oregon,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.54,Four-Door Car,Medsize
QX45933,California,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.12,Four-Door Car,Small
JI71369,California,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.17,Four-Door Car,Medsize
JU93290,Arizona,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize
GU66096,Arizona,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Medsize
UC33108,California,83,17,83,0,6,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Small
LW93867,Oregon,63,0,40,0,4,Corporate Auto,Corporate L1,Offer1,Web,102.88,Four-Door Car,Medsize
OU78470,Arizona,94,28,7,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,56.87,Four-Door Car,Medsize
XW90265,Arizona,72,21,86,0,8,Personal Auto,Personal L2,Offer1,Agent,463.16,Two-Door Car,Small
HS67749,California,86,15,56,0,3,Corporate Auto,Corporate L1,Offer4,Agent,205.44,Four-Door Car,Medsize
VZ51506,Arizona,103,20,43,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,741.6,Sports Car,Medsize
UI64281,Nevada,65,8,32,0,2,Personal Auto,Personal L3,Offer1,Call Center,56.37,Two-Door Car,Medsize
AE98193,Washington,113,19,10,0,7,Personal Auto,Personal L1,Offer1,Branch,813.6,SUV,Medsize
AZ74055,Oregon,103,2,27,0,1,Personal Auto,Personal L3,Offer4,Call Center,494.4,Four-Door Car,Medsize
XS76911,Arizona,133,3,89,0,1,Personal Auto,Personal L3,Offer1,Agent,795.86,Sports Car,Small
AY40674,Washington,128,6,46,4,1,Personal Auto,Personal L2,Offer2,Agent,614.4,SUV,Medsize
NA12740,Oregon,65,15,53,0,3,Special Auto,Special L3,Offer1,Web,72.44,Two-Door Car,Medsize
UA84837,Arizona,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,532.8,Four-Door Car,Medsize
DJ51510,Arizona,116,0,50,0,4,Personal Auto,Personal L3,Offer3,Agent,67.88,Four-Door Car,Medsize
VM58985,California,76,33,36,2,2,Personal Auto,Personal L3,Offer3,Branch,402.64,Two-Door Car,Medsize
OH60605,Oregon,92,2,85,0,1,Personal Auto,Personal L3,Offer2,Branch,641.39,Two-Door Car,Medsize
UO98052,Nevada,89,13,45,0,5,Personal Auto,Personal L2,Offer1,Web,342.48,Four-Door Car,Medsize
NC53424,California,69,21,70,4,3,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Medsize
LQ13873,Nevada,71,27,34,1,6,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small
LA97014,Washington,66,19,14,1,1,Personal Auto,Personal L1,Offer1,Agent,412.1,Two-Door Car,Medsize
NB79936,Washington,108,14,79,0,3,Personal Auto,Personal L2,Offer1,Branch,73.7,Two-Door Car,Medsize
NT89061,Arizona,78,25,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize
AF10970,Arizona,73,23,90,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize
ZG48513,California,72,0,86,0,7,Personal Auto,Personal L2,Offer1,Agent,345.6,Four-Door Car,Medsize
JQ59145,California,114,9,72,1,5,Personal Auto,Personal L1,Offer1,Agent,722.02,Sports Car,Medsize
FE84989,Washington,63,7,39,0,5,Personal Auto,Personal L2,Offer2,Call Center,259.36,Four-Door Car,Large
JT52858,Oregon,112,33,75,1,8,Personal Auto,Personal L1,Offer3,Branch,537.6,Four-Door Car,Medsize
MC62068,California,91,19,30,0,3,Personal Auto,Personal L2,Offer4,Agent,396.3,Four-Door Car,Large
EU27538,Oregon,225,21,35,0,8,Personal Auto,Personal L3,Offer1,Branch,358.28,Luxury Car,Medsize
RH42306,Arizona,71,6,5,0,3,Corporate Auto,Corporate L2,Offer3,Web,653.39,Four-Door Car,Small
US23612,Oregon,118,17,6,0,6,Personal Auto,Personal L2,Offer1,Call Center,121.03,Two-Door Car,Large
WV76014,Arizona,64,21,77,0,1,Special Auto,Special L2,Offer2,Branch,92.81,Four-Door Car,Medsize
RK96223,California,110,34,49,1,2,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
MF82000,Washington,66,25,51,2,1,Special Auto,Special L2,Offer2,Branch,159.64,Four-Door Car,Medsize
FM46980,Arizona,72,0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.16,Four-Door Car,Small
SY56792,Oregon,101,16,88,0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,Medsize
RF61565,California,67,33,27,0,1,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize
IM94808,Nevada,68,15,69,0,8,Corporate Auto,Corporate L3,Offer4,Web,42.08,Four-Door Car,Medsize
VI14730,Oregon,117,17,41,1,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize
YR34119,Washington,112,7,65,0,2,Personal Auto,Personal L1,Offer1,Agent,200.12,SUV,Small
RR77985,Oregon,80,24,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,676.94,Four-Door Car,Medsize
VC22097,Washington,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
WV17090,California,116,0,45,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830.62,SUV,Medsize
TM23514,Oregon,132,8,28,0,3,Personal Auto,Personal L3,Offer3,Web,580.47,SUV,Medsize
MQ68407,Oregon,111,18,63,0,1,Personal Auto,Personal L3,Offer2,Agent,60.04,Four-Door Car,Medsize
GJ59592,California,67,3,0,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,Small
FY56083,Oregon,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47.53,Four-Door Car,Small
UA94723,Oregon,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.87,SUV,Medsize
FW91032,California,73,3,19,0,6,Corporate Auto,Corporate L2,Offer4,Agent,100.62,Four-Door Car,Medsize
DE34457,Oregon,116,8,47,0,3,Personal Auto,Personal L3,Offer3,Call Center,481.34,SUV,Small
HD32044,Oregon,106,10,97,2,3,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,Medsize
HH30454,Oregon,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize
AH84063,Oregon,121,11,20,4,1,Corporate Auto,Corporate L3,Offer3,Call Center,86.32,SUV,Medsize
QA17596,California,98,17,75,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
XI41052,California,139,16,14,0,1,Personal Auto,Personal L2,Offer3,Call Center,667.2,SUV,Medsize
DI30528,California,69,2,70,1,1,Personal Auto,Personal L3,Offer2,Web,56.6,Four-Door Car,Large
SC66359,Arizona,110,29,42,0,1,Corporate Auto,Corporate L3,Offer4,Agent,262.87,SUV,Small
EN61670,Arizona,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.58,Four-Door Car,Medsize
DQ10761,Oregon,73,14,39,1,1,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,Medsize
BQ51587,California,73,1,22,0,5,Personal Auto,Personal L2,Offer2,Call Center,365.36,Four-Door Car,Medsize
JE21522,California,80,33,31,0,2,Personal Auto,Personal L2,Offer4,Branch,384,Four-Door Car,Medsize
WS47147,California,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize
ZA64638,Nevada,98,24,11,1,2,Personal Auto,Personal L2,Offer2,Web,705.6,Four-Door Car,Small
EW38459,Nevada,65,2,75,0,1,Corporate Auto,Corporate L1,Offer2,Web,9.52,Four-Door Car,Medsize
QW87316,Oregon,68,15,65,0,1,Personal Auto,Personal L2,Offer2,Agent,244.56,Four-Door Car,Medsize
IC43478,California,98,23,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,639.11,Two-Door Car,Medsize
TE34064,California,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize
WU60905,California,111,27,36,0,9,Corporate Auto,Corporate L1,Offer3,Web,532.8,SUV,Medsize
YM18992,California,71,7,47,0,1,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,Medsize
PD55753,Oregon,82,25,63,0,2,Personal Auto,Personal L1,Offer4,Call Center,554.52,Four-Door Car,Medsize
KU56006,Arizona,70,17,42,1,5,Personal Auto,Personal L2,Offer1,Call Center,336,Four-Door Car,Small
MJ69973,Arizona,74,17,73,0,1,Personal Auto,Personal L3,Offer1,Call Center,402.45,Two-Door Car,Medsize
TW43626,California,67,6,5,0,2,Personal Auto,Personal L2,Offer1,Agent,327.02,Four-Door Car,Large
XX84133,California,67,23,49,1,3,Corporate Auto,Corporate L2,Offer4,Call Center,5.4,Four-Door Car,Medsize
ZW84453,Arizona,70,1,11,0,5,Personal Auto,Personal L2,Offer1,Web,131.4,Four-Door Car,Medsize
HO29524,California,76,35,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.38,Two-Door Car,Medsize
VE89726,California,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,Medsize
GE87503,California,154,20,97,0,2,Personal Auto,Personal L3,Offer4,Call Center,739.2,SUV,Small
PX90263,Oregon,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,Medsize
NI17718,California,61,28,31,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
FY32213,California,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
RZ13254,Nevada,73,23,91,0,2,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Large
GN45013,Oregon,71,1,69,0,3,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,Medsize
UB16654,Washington,64,20,29,0,8,Personal Auto,Personal L3,Offer4,Web,260.88,Four-Door Car,Medsize
KU84464,Nevada,79,17,17,3,2,Personal Auto,Personal L3,Offer1,Call Center,64.55,Four-Door Car,Medsize
YH43527,Oregon,92,35,61,0,1,Corporate Auto,Corporate L2,Offer4,Agent,441.6,Four-Door Car,Medsize
RO30676,California,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.91,Four-Door Car,Medsize
QL59704,Arizona,74,34,32,2,2,Corporate Auto,Corporate L3,Offer2,Branch,202.86,Four-Door Car,Medsize
QH19450,California,72,7,77,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Small
HR85211,Washington,63,17,20,0,3,Personal Auto,Personal L3,Offer2,Web,94.03,Two-Door Car,Medsize
UV54502,Washington,69,9,89,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Large
WB38524,California,74,27,28,0,1,Personal Auto,Personal L3,Offer2,Branch,355.2,Two-Door Car,Small
CE56187,Oregon,109,5,36,3,1,Personal Auto,Personal L2,Offer2,Branch,286.23,SUV,Medsize
JL19416,California,161,29,1,0,1,Personal Auto,Personal L3,Offer1,Agent,1159.2,SUV,Medsize
JZ61422,Nevada,66,2,95,0,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize
LA13377,California,69,9,67,1,4,Personal Auto,Personal L3,Offer4,Call Center,466.57,Four-Door Car,Small
NC99948,Nevada,69,21,86,0,2,Personal Auto,Personal L1,Offer3,Call Center,331.2,Four-Door Car,Medsize
QD34785,Arizona,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
RO26085,California,112,28,30,0,2,Personal Auto,Personal L2,Offer2,Agent,1252.41,Sports Car,Large
ES57969,Oregon,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize
JK55587,California,65,18,90,0,7,Special Auto,Special L3,Offer1,Branch,312,Four-Door Car,Large
RN97635,Arizona,80,15,62,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,421.48,Four-Door Car,Small
BI76326,California,156,6,86,0,9,Personal Auto,Personal L3,Offer2,Call Center,430.51,SUV,Small
JA34909,California,71,29,70,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,398.5,Four-Door Car,Medsize
OJ90342,Oregon,62,19,73,0,1,Personal Auto,Personal L3,Offer2,Web,7.65,Four-Door Car,Medsize
CM88932,Oregon,88,4,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,55.51,Four-Door Car,Large
JJ97525,California,63,27,52,0,7,Personal Auto,Personal L1,Offer2,Call Center,351.27,Two-Door Car,Medsize
XV21647,California,112,7,42,0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize
MC83487,Arizona,68,19,53,3,3,Corporate Auto,Corporate L3,Offer1,Agent,647.45,Four-Door Car,Medsize
BL90769,California,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize
CR57148,Oregon,74,32,39,0,3,Personal Auto,Personal L3,Offer2,Branch,128.44,Two-Door Car,Medsize
CP85232,Arizona,126,6,62,0,2,Special Auto,Special L3,Offer1,Agent,302.03,SUV,Small
YL74732,California,100,1,7,0,1,Personal Auto,Personal L2,Offer4,Web,480,SUV,Medsize
FG16766,California,171,0,21,0,1,Personal Auto,Personal L2,Offer4,Branch,1003.16,SUV,Medsize
NV55438,Nevada,72,25,76,0,3,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize
RM10880,California,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize
GL56175,Arizona,90,22,2,0,1,Personal Auto,Personal L1,Offer2,Call Center,244.36,Four-Door Car,Medsize
UK52289,Arizona,64,2,68,0,1,Special Auto,Special L3,Offer2,Agent,201.46,Four-Door Car,Medsize
LL45497,Washington,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize
BC62782,Arizona,115,29,79,1,2,Personal Auto,Personal L3,Offer4,Call Center,552,SUV,Small
YM57893,Washington,116,32,81,0,1,Personal Auto,Personal L2,Offer1,Call Center,741.42,Two-Door Car,Small
JP30654,Oregon,104,15,23,0,2,Personal Auto,Personal L3,Offer3,Agent,707.43,SUV,Medsize
RA66180,Washington,72,29,54,4,1,Corporate Auto,Corporate L2,Offer1,Branch,305.58,Two-Door Car,Medsize
EN60878,Oregon,85,2,20,0,3,Personal Auto,Personal L2,Offer1,Branch,376.13,Four-Door Car,Medsize
JF36291,California,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.71,Sports Car,Medsize
BK59444,California,68,8,61,0,2,Personal Auto,Personal L2,Offer2,Branch,152.18,Four-Door Car,Medsize
MK70700,California,69,1,81,0,3,Personal Auto,Personal L1,Offer2,Branch,176.82,Four-Door Car,Medsize
IW71076,California,63,13,71,0,5,Corporate Auto,Corporate L3,Offer2,Agent,104.45,Four-Door Car,Large
AP98768,California,98,9,50,0,2,Personal Auto,Personal L1,Offer1,Agent,941.72,Four-Door Car,Small
OM24164,Nevada,65,5,19,1,1,Personal Auto,Personal L2,Offer1,Agent,468,Two-Door Car,Medsize
QP84605,Washington,111,4,47,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,121.31,Four-Door Car,Medsize
VC87846,Oregon,96,13,98,0,6,Corporate Auto,Corporate L3,Offer3,Agent,460.8,Four-Door Car,Medsize
ZM92052,Oregon,67,20,37,0,1,Personal Auto,Personal L2,Offer3,Agent,67.86,Two-Door Car,Small
ON73702,Arizona,114,15,67,0,8,Corporate Auto,Corporate L3,Offer1,Agent,539.84,SUV,Small
QQ90441,Nevada,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize
HU35721,Oregon,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medsize
XH85336,Washington,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize
ZH17561,Washington,136,0,25,0,1,Corporate Auto,Corporate L2,Offer1,Branch,765.71,SUV,Medsize
AG85615,Oregon,87,9,75,0,2,Special Auto,Special L1,Offer1,Web,626.4,Four-Door Car,Medsize
OY74069,Arizona,67,12,67,5,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize
DJ91267,Nevada,244,29,22,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Luxury SUV,Small
KB72438,California,123,4,43,1,2,Personal Auto,Personal L3,Offer3,Call Center,115.55,SUV,Medsize
TR67616,Oregon,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.94,Four-Door Car,Medsize
GF65731,California,113,15,6,0,2,Personal Auto,Personal L3,Offer1,Call Center,799.93,Sports Car,Large
HB67642,Arizona,109,10,59,0,2,Personal Auto,Personal L1,Offer2,Agent,523.2,Sports Car,Medsize
DP84567,California,183,6,16,0,2,Personal Auto,Personal L1,Offer3,Agent,878.4,Luxury SUV,Large
VV77534,Oregon,176,25,29,0,5,Personal Auto,Personal L3,Offer3,Call Center,444.47,SUV,Medsize
GL67540,California,73,21,80,0,6,Personal Auto,Personal L3,Offer1,Agent,268.82,Four-Door Car,Medsize
SV50502,Oregon,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medsize
UK59698,California,62,5,31,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Two-Door Car,Medsize
OA57352,Arizona,86,21,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize
ZF84449,Oregon,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806.4,Sports Car,Medsize
VH31965,Washington,67,13,43,1,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize
HG39060,Oregon,74,34,51,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,532.8,Four-Door Car,Medsize
EM29359,Nevada,183,24,63,0,1,Personal Auto,Personal L1,Offer2,Web,1317.6,Luxury Car,Large
SF57173,Oregon,114,9,38,0,1,Personal Auto,Personal L3,Offer4,Agent,691.41,SUV,Medsize
OT47603,Oregon,127,3,93,0,3,Personal Auto,Personal L2,Offer2,Agent,804.81,Sports Car,Medsize
SW31412,Oregon,62,20,80,1,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small
JS36322,Arizona,136,14,69,1,8,Personal Auto,Personal L3,Offer1,Agent,1090.86,Sports Car,Small
RE81445,Oregon,71,10,61,0,3,Personal Auto,Personal L2,Offer3,Branch,50.59,Two-Door Car,Medsize
RM24280,Oregon,112,4,49,0,1,Personal Auto,Personal L2,Offer3,Agent,537.6,Four-Door Car,Medsize
LC25393,California,230,28,63,0,2,Personal Auto,Personal L3,Offer1,Call Center,151.53,Luxury Car,Small
UX38930,Arizona,129,31,5,0,3,Personal Auto,Personal L3,Offer2,Branch,347.08,SUV,Medsize
HD95496,Oregon,66,27,1,0,2,Personal Auto,Personal L1,Offer4,Agent,271.7,Two-Door Car,Medsize
RX24650,Oregon,133,35,90,0,1,Corporate Auto,Corporate L3,Offer2,Agent,638.4,SUV,Medsize
DW19309,Oregon,177,35,90,0,7,Corporate Auto,Corporate L1,Offer1,Agent,849.6,SUV,Medsize
EG48956,Washington,63,35,59,3,3,Personal Auto,Personal L2,Offer2,Call Center,639.46,Two-Door Car,Large
UF88986,Washington,72,28,43,0,1,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Medsize
DB42794,California,110,6,74,0,1,Personal Auto,Personal L1,Offer2,Branch,528,Four-Door Car,Medsize
JB50798,Oregon,124,3,70,2,6,Corporate Auto,Corporate L3,Offer2,Agent,595.2,Sports Car,Medsize
JY45873,Washington,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624,SUV,Medsize
TE35785,California,196,0,73,2,1,Personal Auto,Personal L3,Offer1,Branch,1337.06,Luxury SUV,Large
CM55703,Washington,74,1,6,1,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Medsize
QN65180,Oregon,79,22,75,0,2,Personal Auto,Personal L1,Offer3,Call Center,125.19,Four-Door Car,Large
GE47180,Nevada,113,3,43,0,3,Personal Auto,Personal L3,Offer3,Agent,235.22,Sports Car,Medsize
VQ38776,Oregon,76,18,63,0,3,Personal Auto,Personal L3,Offer2,Agent,395.34,Four-Door Car,Large
ZY90118,Washington,113,1,22,1,1,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,Four-Door Car,Small
IN17648,Nevada,74,1,62,0,7,Personal Auto,Personal L1,Offer1,Agent,772.8,Two-Door Car,Medsize
DF95759,Oregon,132,9,85,0,6,Personal Auto,Personal L3,Offer2,Agent,633.6,SUV,Medsize
QG45324,Oregon,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize
MN61620,Arizona,131,4,40,4,9,Personal Auto,Personal L2,Offer1,Web,168.52,Sports Car,Small
YH86390,California,64,30,80,0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Medsize
FY13480,California,88,30,19,0,4,Personal Auto,Personal L3,Offer1,Web,633.6,Four-Door Car,Medsize
YH61661,California,105,6,2,0,3,Special Auto,Special L1,Offer2,Branch,504,SUV,Medsize
NL93182,Nevada,78,13,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,845.65,Four-Door Car,Small
UM45563,Washington,114,19,69,0,1,Personal Auto,Personal L2,Offer2,Call Center,92.92,SUV,Medsize
WE68644,Oregon,100,4,6,0,1,Personal Auto,Personal L3,Offer1,Branch,668.29,Sports Car,Medsize
EZ30498,Oregon,117,15,93,0,6,Personal Auto,Personal L3,Offer1,Web,700.9,SUV,Medsize
QY74517,Oregon,73,24,57,0,4,Personal Auto,Personal L3,Offer1,Branch,525.6,Four-Door Car,Large
NM88660,Nevada,91,14,68,0,1,Corporate Auto,Corporate L2,Offer1,Agent,25.3,Four-Door Car,Small
MZ82036,Nevada,63,30,57,0,6,Personal Auto,Personal L1,Offer2,Branch,375.33,Four-Door Car,Medsize
ID20929,Oregon,74,25,34,0,1,Corporate Auto,Corporate L1,Offer1,Branch,418.23,Four-Door Car,Medsize
EY50028,Nevada,86,5,55,0,1,Corporate Auto,Corporate L3,Offer2,Agent,398.24,Two-Door Car,Medsize
TT82373,California,138,15,35,0,4,Personal Auto,Personal L2,Offer1,Branch,938.51,Sports Car,Medsize
OH64088,California,65,32,52,0,2,Corporate Auto,Corporate L1,Offer1,Agent,338.62,Four-Door Car,Medsize
SK97780,California,90,27,37,0,2,Corporate Auto,Corporate L3,Offer1,Branch,339.34,Two-Door Car,Large
IO33050,Oregon,65,1,47,1,3,Personal Auto,Personal L3,Offer1,Call Center,302.82,Four-Door Car,Medsize
XA55917,California,113,10,15,1,9,Personal Auto,Personal L1,Offer1,Web,619.17,SUV,Medsize
JK32620,Nevada,68,3,4,0,1,Personal Auto,Personal L3,Offer2,Web,326.4,Four-Door Car,Medsize
